ngram,freq,cumshare,en
étaient,19869666,0.528,were
elles,19553949,0.529,they
depuis,19202466,0.529,from
mes,19092106,0.53,my
votre,18907569,0.531,your
contre,18730544,0.531,versus
soit,18639568,0.532,that is
grand,18178193,0.533,big
jusqu',17874623,0.533,up
yeux,17764715,0.534,eyes
celui,17635329,0.534,the one
toutes,17549275,0.535,all
cet,17322519,0.536,this
car,17240715,0.536,because
chez,16922844,0.537,at the house of
tête,16612540,0.537,head
cas,16507729,0.538,case
te,16505652,0.539,you
jour,16386699,0.539,day
trois,16386654,0.54,three
ans,16165054,0.54,year
faut,16060255,0.541,should
ici,15962180,0.541,here
chose,15805250,0.542,thing
point,15657009,0.543,point
trop,15351250,0.543,too
celle,15307020,0.544,that
déjà,15219730,0.544,already
fut,15040165,0.545,was
femme,15014199,0.545,women
petit,14951284,0.546,little
ni,14793902,0.546,neither
va,14658195,0.547,go
père,14570913,0.547,dad
moment,14546942,0.548,moment
droit,14503715,0.548,right
main,14414360,0.549,hand
avaient,14384685,0.549,had
devant,14245428,0.55,before
place,14055546,0.55,square
état,13991705,0.551,state
pays,13881088,0.551,country
quelque,13772597,0.552,some
comment,13688690,0.552,"how, what"
travail,13651524,0.553,work
personne,13622275,0.553,nobody
nos,13304622,0.554,our
chaque,13297784,0.554,each
ceux,13195573,0.555,those
pendant,13168610,0.555,during
doit,13085324,0.556,must
eux,13002317,0.556,them
partie,12994040,0.556,part
grande,12973995,0.557,big
corps,12892701,0.557,body
bon,12866955,0.558,well
mère,12802820,0.558,mother
sens,12773740,0.559,meaning
part,12731342,0.559,go
porte,12712825,0.56,gate
aurait,12614059,0.56,would have
histoire,12598263,0.56,story
premier,12549903,0.561,first
parce,12547751,0.561,by
avais,12527841,0.562,had
France,12492730,0.562,France
hommes,12486129,0.563,men
première,12470397,0.563,first
pourquoi,12326226,0.564,why
beaucoup,12242332,0.564,a lot
dieu,12138397,0.564,God
effet,12116176,0.565,effect
toi,11935035,0.565,you
tant,11903322,0.566,so much
souvent,11751248,0.566,often
années,11714531,0.566,years
ci,11700547,0.567,this
nouveau,11469982,0.567,new
jours,11452675,0.568,days
the,11449542,0.568,tea
jeune,11425422,0.568,young
oui,11357246,0.569,yes
quoi,11341073,0.569,what
pouvoir,11288801,0.57,power
question,11217176,0.57,question
plusieurs,11194459,0.57,various
ton,11164737,0.571,your
prendre,11164153,0.571,take
as,11159920,0.572,ace
mort,11159869,0.572,dead
côté,11144495,0.572,side
mal,11071933,0.573,wrong
fin,11064619,0.573,end
enfants,10969026,0.574,children
maison,10934214,0.574,home
serait,10914567,0.574,would be
seul,10729949,0.575,only
nom,10690062,0.575,name
lieu,10666323,0.575,venue
politique,10660423,0.576,politics
voix,10606029,0.576,voice
compte,10508142,0.577,account
également,10499070,0.577,also
selon,10489321,0.577,according
enfin,10441488,0.578,finally
ville,10438973,0.578,town
seulement,10415000,0.578,only
cœur,10405290,0.579,heart
mieux,10380798,0.579,better
air,10348541,0.579,air
eu,10334830,0.58,had
sais,10295723,0.58,know
exemple,10278028,0.581,example
avons,10162225,0.581,have
regard,10134536,0.581,glance
enfant,9996238,0.582,child
petite,9878428,0.582,small
reste,9878407,0.582,rest
savoir,9753416,0.583,to know
sera,9687114,0.583,will be
raison,9666630,0.583,raison
fit,9655990,0.584,fit
lorsque,9630884,0.584,when
maintenant,9514931,0.584,now
avez,9484625,0.585,have
coup,9474545,0.585,cut
dès,9438465,0.585,of the
eau,9416024,0.586,water
ailleurs,9394478,0.586,somewhere else
façon,9339397,0.586,way
près,9296482,0.587,close
terre,9293326,0.587,earth
esprit,9289253,0.587,spirit
nouvelle,9250437,0.588,news
pouvait,9129748,0.588,could
nuit,9106442,0.588,night
besoin,9104644,0.589,need
ensemble,9087857,0.589,together
partir,9042974,0.589,leave
art,9040801,0.589,art
certains,8966933,0.59,some
forme,8956603,0.59,form
seule,8950713,0.59,only
pu,8898430,0.591,could
famille,8886193,0.591,family
autant,8882763,0.591,as much
fille,8844499,0.592,daughter
saint,8816203,0.592,holy
hui,8808668,0.592,today
bras,8796940,0.593,arms
heures,8790336,0.593,hours
loin,8755948,0.593,far
aujourd',8745168,0.594,today
cours,8732596,0.594,classes
étais,8661708,0.594,was
surtout,8648452,0.594,above all
vu,8643930,0.595,seen
guerre,8586103,0.595,war
société,8568348,0.595,society
bonne,8552796,0.596,good
face,8550343,0.596,face
peuvent,8549051,0.596,can
idée,8499184,0.597,idea
t',8490606,0.597,you
manière,8486319,0.597,way
vue,8438360,0.597,seen
choses,8424247,0.598,things
quatre,8416369,0.598,four
aller,8400155,0.598,go
doute,8383728,0.599,doubt
assez,8356203,0.599,enough
mois,8353705,0.599,month
personnes,8323109,0.599,people
amour,8279072,0.6,love
siècle,8264602,0.6,century
français,8187387,0.6,French
femmes,8176222,0.601,women
mettre,8156808,0.601,put
nombre,8096072,0.601,number
juste,8018041,0.601,just
parler,8010184,0.602,talk
fils,7978479,0.602,son
possible,7973706,0.602,possible
autour,7871382,0.603,around
tard,7871052,0.603,late
gens,7844440,0.603,people
lors,7805843,0.603,during
aucun,7778256,0.604,none
passé,7764577,0.604,past
mains,7758527,0.604,hands
veux,7738690,0.604,want
vraiment,7734122,0.605,really
nature,7712835,0.605,nature
heure,7700519,0.605,hour
demande,7696344,0.606,request
loi,7677966,0.606,law
laquelle,7662126,0.606,which
pris,7640084,0.606,taken
rapport,7630796,0.607,report
pourtant,7602160,0.607,yet
général,7569237,0.607,general
chambre,7555920,0.607,bedroom
suite,7502683,0.608,after
visage,7486464,0.608,face
lorsqu',7474912,0.608,when
presque,7432439,0.608,almost
aucune,7360191,0.609,none
es,7345050,0.609,are
situation,7312104,0.609,situation
vos,7310346,0.61,your
soir,7309593,0.61,evening
cependant,7283018,0.61,however
parfois,7280638,0.61,sometimes
afin,7226004,0.611,in order to
trouve,7205006,0.611,find
fort,7196196,0.611,strong
ordre,7178176,0.611,order
dernier,7168179,0.612,last
plutôt,7159659,0.612,instead
long,7155963,0.612,long
faisait,6973765,0.612,was doing
passer,6968173,0.613,pass
quel,6967559,0.613,what
donner,6936952,0.613,give
peine,6935641,0.613,sadness
cause,6932707,0.613,cause
œuvre,6928777,0.614,work
roi,6928555,0.614,king
or,6865548,0.614,gold
force,6815210,0.614,strength
dessus,6808817,0.615,above
sujet,6783083,0.615,topic
propre,6757662,0.615,own
agit,6744100,0.615,acts
tour,6683941,0.616,round
pierre,6637898,0.616,Pierre
derrière,6613494,0.616,behind
bas,6610411,0.616,down
mise,6588831,0.617,bet
vrai,6584279,0.617,true
sûr,6579145,0.617,sure
abord,6573301,0.617,on board
mots,6567076,0.617,words
sommes,6557304,0.618,are
rue,6549149,0.618,street
mot,6492249,0.618,word
année,6481164,0.618,year
haut,6465850,0.619,high
article,6440479,0.619,article
système,6440066,0.619,system
pourrait,6437305,0.619,could
trouver,6426256,0.62,to find
semble,6345754,0.62,seems
ensuite,6342226,0.62,afterwards
ayant,6339198,0.62,having
action,6294667,0.62,stock
service,6269006,0.621,service
longtemps,6257231,0.621,long time
cinq,6219382,0.621,five
groupe,6195928,0.621,band
livre,6189322,0.621,book
mis,6161938,0.622,put
prix,6126928,0.622,price
grands,6124061,0.622,big
plan,6095906,0.622,plan
tel,6078607,0.623,phone
milieu,6077275,0.623,environment
mesure,6031793,0.623,measure
mêmes,6031399,0.623,same
permet,6025694,0.623,allow
objet,6011221,0.624,object
étant,5967385,0.624,being
êtes,5953613,0.624,are
notamment,5952318,0.624,notably
travers,5946276,0.624,through
telle,5944357,0.625,such
instant,5943812,0.625,instant
niveau,5941809,0.625,level
devait,5928323,0.625,had to
monsieur,5921544,0.625,sir
ta,5905760,0.626,your
début,5877803,0.626,beginning
développement,5876211,0.626,development
sorte,5871928,0.626,kind
grâce,5834132,0.627,grace
quelle,5829452,0.627,what
veut,5796386,0.627,wanna
dix,5793729,0.627,ten
retour,5790101,0.627,return
font,5777800,0.628,make
vais,5775161,0.628,go
donne,5763635,0.628,given
simple,5761832,0.628,simple
fond,5756383,0.628,bottom
demanda,5745089,0.629,asked
présent,5734890,0.629,here
peux,5734048,0.629,can
sourire,5723802,0.629,smile
bout,5715045,0.629,end
chacun,5713862,0.63,each
malgré,5711863,0.63,despite
tandis,5700254,0.63,while
rendre,5697206,0.63,to return
époque,5694985,0.63,era
peur,5657157,0.631,fear
parents,5644516,0.631,parents
table,5644110,0.631,table
public,5632195,0.631,audience
passe,5621136,0.631,pass
belle,5613229,0.632,beautiful
chapitre,5602886,0.632,chapter
recherche,5592255,0.632,research
entreprise,5553141,0.632,company
parmi,5551811,0.632,among
vite,5515991,0.632,quick
rôle,5511856,0.633,role
matin,5507550,0.633,morning
dis,5499980,0.633,say
vient,5492236,0.633,come
dernière,5480827,0.633,last
allait,5477242,0.634,was going to
centre,5476294,0.634,center
donné,5436818,0.634,given
comprendre,5435840,0.634,to understand
espace,5421475,0.634,space
voilà,5389121,0.635,so
présence,5367066,0.635,presence
répondit,5347359,0.635,answered
conseil,5326573,0.635,advice
réalité,5323700,0.635,reality
choix,5321104,0.636,choice
valeur,5292573,0.636,value
jeunes,5286862,0.636,youth
moyen,5275071,0.636,medium
type,5274702,0.636,kind
sait,5271355,0.636,knows
lequel,5258479,0.637,which
ait,5240042,0.637,have
fonction,5235634,0.637,function
eut,5234113,0.637,had
crois,5228518,0.637,believe
celles,5219577,0.638,those
chef,5213385,0.638,chief
laisser,5206984,0.638,let
intérieur,5195187,0.638,interior
lit,5190363,0.638,bed
mouvement,5172416,0.638,movement
certaines,5171447,0.639,some
âge,5164507,0.639,age
dû,5135700,0.639,from
sang,5129664,0.639,blood
route,5128150,0.639,road
lumière,5077398,0.64,light
petits,5075834,0.64,small
états,5067199,0.64,states
projet,5066948,0.64,project
figure,5046986,0.64,face
cour,5028396,0.64,court
attention,5014103,0.641,warning
salle,5004138,0.641,hall
beau,4994864,0.641,beautiful
aide,4990352,0.641,assistance
nouvelles,4990054,0.641,new
image,4973292,0.641,image
envie,4969789,0.642,urge
quelqu',4940725,0.642,someone
argent,4933513,0.642,silver
texte,4913211,0.642,text
bois,4910929,0.642,wood
chemin,4898914,0.643,path
problème,4882550,0.643,problem
titre,4874696,0.643,title
vivre,4828941,0.643,live
cadre,4821684,0.643,frame
langue,4815966,0.643,language
intérêt,4805128,0.644,interest
droits,4804698,0.644,rights
conditions,4793699,0.644,terms
silence,4791415,0.644,silence
école,4787935,0.644,school
entrée,4779197,0.644,hall
feu,4759617,0.645,fire
terme,4755503,0.645,term
voulait,4748920,0.645,wanted to
questions,4732533,0.645,questions
conscience,4728547,0.645,awareness
direction,4727860,0.645,direction
vieux,4701230,0.646,old
marché,4696874,0.646,market
œil,4687540,0.646,eye
sociale,4681230,0.646,social
prise,4672098,0.646,socket
pensée,4668747,0.646,thought
frère,4653663,0.646,brother
liberté,4633722,0.647,freedom
nord,4632314,0.647,north
genre,4624685,0.647,gender
lettre,4616389,0.647,letter
vingt,4591174,0.647,twenty
française,4590937,0.647,French
venir,4585788,0.648,come
pièce,4576505,0.648,room
vérité,4576151,0.648,truth
accord,4575898,0.648,OK
ami,4573241,0.648,friend
membres,4572204,0.648,members
ciel,4568113,0.649,sky
ouvert,4567460,0.649,open
maître,4566120,0.649,master
nombreux,4560761,0.649,numerous
compris,4558658,0.649,understood
plaisir,4556870,0.649,pleasure
politiques,4547852,0.65,policies
origine,4523187,0.65,origin
pense,4508747,0.65,think
soleil,4507567,0.65,sun
train,4500649,0.65,train
pied,4487493,0.65,foot
soi,4482979,0.65,self
aime,4479661,0.651,love
écrit,4467443,0.651,writing
amis,4467121,0.651,friends
minutes,4461369,0.651,minutes
expérience,4453267,0.651,experience
sud,4427729,0.651,south
église,4418972,0.652,church
principe,4410837,0.652,principle
existence,4406794,0.652,existence
activité,4400843,0.652,activity
quant,4384364,0.652,as to
existe,4377998,0.652,exist
sol,4377586,0.653,floor
particulier,4375566,0.653,particular
auteur,4368829,0.653,author
bouche,4368556,0.653,stuffy
président,4356139,0.653,president
voiture,4352683,0.653,car
gouvernement,4338591,0.653,government
penser,4328316,0.654,think
réponse,4323912,0.654,answer
propos,4322499,0.654,about
matière,4310871,0.654,matter
pratique,4307592,0.654,practice
certain,4301528,0.654,certain
âme,4292216,0.654,soul
base,4291014,0.655,base
risque,4282189,0.655,risk
affaires,4270356,0.655,business
affaire,4264297,0.655,affair
savait,4232608,0.655,knew
grandes,4227655,0.655,large
gauche,4209236,0.656,left
fais,4208394,0.656,do
qualité,4204061,0.656,quality
prend,4196859,0.656,take
cheveux,4174381,0.656,hair
processus,4166523,0.656,process
seconde,4164238,0.656,second
simplement,4154749,0.657,merely
parle,4154328,0.657,speak
noir,4137232,0.657,black
contraire,4127756,0.657,opposite
venait,4108231,0.657,came
relation,4103444,0.657,relationship
scène,4100588,0.657,stage
social,4099549,0.658,social
peuple,4096577,0.658,people
mars,4095902,0.658,march
garde,4090731,0.658,keep
expression,4077380,0.658,expression
juin,4077073,0.658,June
économique,4076013,0.658,economic
différents,4074358,0.659,different
sein,4059512,0.659,breast
semblait,4054117,0.659,seemed
produits,4052576,0.659,products
parti,4051647,0.659,left
pieds,4047081,0.659,feet
mai,4030923,0.659,may
mer,4029831,0.66,sea
doivent,4026877,0.66,must
difficile,4020389,0.66,hard
santé,4014903,0.66,health
services,4007509,0.66,services
nécessaire,4004318,0.66,necessary
plein,4000918,0.66,full
arrive,3996164,0.661,arrived
fallait,3993352,0.661,had to
organisation,3982531,0.661,organization
bureau,3980397,0.661,desk
éléments,3975314,0.661,elements
Europe,3964401,0.661,Europe
culture,3960955,0.661,culture
laisse,3958091,0.661,leave alone
puisque,3953824,0.662,since
prit,3950973,0.662,took
droite,3942675,0.662,right
entendu,3935825,0.662,understood
demander,3932222,0.662,ask
tes,3929955,0.662,your
analyse,3928405,0.662,to analyse
sécurité,3923484,0.663,security
journée,3916061,0.663,daytime
plupart,3912285,0.663,mostly
faisant,3906415,0.663,doing
différentes,3904885,0.663,different
caractère,3897658,0.663,temper
voit,3897341,0.663,sees
aurais,3893116,0.664,would have
important,3884884,0.664,important
six,3884183,0.664,six
désormais,3881301,0.664,from now on
discours,3877533,0.664,speech
formation,3877493,0.664,training
dos,3872033,0.664,back
sortir,3867702,0.665,go out
passage,3856215,0.665,passage
rouge,3855550,0.665,red
relations,3814673,0.665,relationships
entendre,3813216,0.665,to hear
période,3805255,0.665,period
parole,3799035,0.665,speech
chercher,3797902,0.665,look for
vois,3787442,0.666,see
présente,3784634,0.666,present
produit,3784609,0.666,product
croire,3768140,0.666,to believe
note,3764855,0.666,note
contrôle,3759168,0.666,control
rester,3755797,0.666,stay
impression,3746215,0.666,impression
endroit,3733031,0.667,place
but,3731339,0.667,aim
décision,3725481,0.667,decision
ligne,3721578,0.667,line
jeu,3713574,0.667,game
connaissance,3710539,0.667,knowledge
départ,3708433,0.667,departure
rire,3701822,0.668,laugh
an,3700443,0.668,year
ah,3700277,0.668,ah
durant,3700183,0.668,during
deuxième,3696556,0.668,second
signe,3682800,0.668,sign
position,3678480,0.668,position
auprès,3669906,0.668,with
lèvres,3669759,0.669,lips
hors,3666989,0.669,except
blanc,3659231,0.669,white
production,3655544,0.669,production
oh,3643174,0.669,oh
madame,3628549,0.669,madam
ancien,3623137,0.669,ancient
toutefois,3622034,0.669,nevertheless
aura,3614636,0.67,will have
vit,3611797,0.67,lives
mille,3605870,0.67,thousand
données,3605786,0.67,data
volonté,3603116,0.67,will
occasion,3597942,0.67,opportunity
midi,3593167,0.67,midday
véritable,3589240,0.67,true
devient,3584427,0.671,bECOMES
faites,3579570,0.671,done
libre,3576827,0.671,free
confiance,3572807,0.671,trust
justice,3572461,0.671,justice
région,3563726,0.671,region
appelle,3557179,0.671,call
domaine,3550180,0.671,domain
mémoire,3535355,0.672,memory
bord,3529902,0.672,edge
désir,3494555,0.672,desire
premiers,3494468,0.672,first
étude,3484257,0.672,study
études,3479000,0.672,studies
gros,3473463,0.672,big
cuisine,3469487,0.672,kitchen
acte,3469295,0.673,deed
moyens,3467755,0.673,means
juillet,3464257,0.673,July
devenir,3455443,0.673,become
armée,3452447,0.673,army
longue,3434665,0.673,long
voyage,3432186,0.673,travel
village,3428899,0.673,town
modèle,3426932,0.674,model
certaine,3418853,0.674,certain
particulièrement,3406861,0.674,particularly
voie,3389011,0.674,way
activités,3388857,0.674,activities
soient,3381601,0.674,be
furent,3380165,0.674,were
répondre,3379339,0.674,answer
rapidement,3374794,0.674,rapidly
musique,3374138,0.675,music
sœur,3371413,0.675,sister
vis,3366006,0.675,screw
arrière,3365761,0.675,back
cit,3365437,0.675,quote
importance,3364905,0.675,importance
charge,3361618,0.675,charge
disait,3358668,0.675,said
met,3353230,0.676,put
mari,3352542,0.676,husband
sentiment,3345150,0.676,feeling
importe,3341342,0.676,imported
générale,3335335,0.676,general
puisse,3326683,0.676,may
vont,3322173,0.676,are going
tellement,3319554,0.676,so much
création,3317165,0.676,creation
entreprises,3311974,0.677,companies
montre,3307546,0.677,show
formes,3302021,0.677,forms
peau,3300900,0.677,skin
termes,3291433,0.677,terms
code,3286407,0.677,coded
perdu,3285664,0.677,lost
idées,3277451,0.677,ideas
davantage,3273345,0.678,any further
dois,3271426,0.678,must
police,3265685,0.678,police
mode,3264791,0.678,fashion
nouveaux,3263318,0.678,new
nationale,3257188,0.678,national
information,3256150,0.678,information
soudain,3246083,0.678,suddenly
dehors,3241202,0.678,out
demi,3237913,0.679,half
outre,3236247,0.679,outraged
aussitôt,3233889,0.679,right away
propres,3228512,0.679,clean
champ,3222286,0.679,field
travaux,3221243,0.679,works
impossible,3219333,0.679,impossible
population,3213924,0.679,population
hôtel,3212400,0.679,hotel
bientôt,3209458,0.68,soon
filles,3205733,0.68,girls
double,3193705,0.68,double
mit,3192346,0.68,put
nombreuses,3191611,0.68,many
livres,3187667,0.68,books
carte,3180430,0.68,map
mariage,3177961,0.68,wedding
connaître,3172152,0.68,to know
énergie,3167465,0.681,energy
absence,3167006,0.681,absence
informations,3161561,0.681,information
troisième,3156842,0.681,third
arrivée,3155770,0.681,arrival
page,3149928,0.681,page
république,3149662,0.681,republic
rencontre,3145172,0.681,meet
appel,3138854,0.681,call
semaine,3133478,0.682,week
gestion,3129500,0.682,management
trouvé,3128653,0.682,found
tableau,3125519,0.682,picture
visite,3123841,0.682,visit
retrouver,3123810,0.682,to regain
environ,3120481,0.682,about
voulu,3117515,0.682,desired
attendre,3113613,0.682,expect
lettres,3104123,0.683,letters
juge,3103349,0.683,judge
courant,3097912,0.683,running
publique,3093480,0.683,public
décembre,3091817,0.683,December
janvier,3086648,0.683,January
règles,3085380,0.683,rules
moindre,3084225,0.683,lesser
delà,3077202,0.683,of the
paix,3074730,0.683,peace
régime,3068269,0.684,regime
points,3068010,0.684,points
problèmes,3067899,0.684,problems
accès,3066355,0.684,access
tenir,3053545,0.684,hold
tôt,3052855,0.684,early
unique,3049536,0.684,unique
petites,3044247,0.684,small
doigts,3043009,0.684,fingers
aider,3042017,0.685,to help
bonheur,3024779,0.685,happiness
seront,3019919,0.685,will be
éviter,3013275,0.685,to avoid
ouvrage,3012371,0.685,work
classe,3007897,0.685,class
suivant,3003040,0.685,next
septembre,2996789,0.685,September
anglais,2988816,0.685,English
source,2988495,0.686,source
ministre,2987954,0.686,minister
lieux,2986141,0.686,premises
approche,2985899,0.686,approach
forces,2981208,0.686,strengths
large,2981156,0.686,wide
foi,2977777,0.686,faith
manque,2974894,0.686,lack
eh,2972520,0.686,hey
avril,2968683,0.686,April
octobre,2964917,0.687,October
bruit,2963528,0.687,noise
forte,2962558,0.687,strong
café,2961798,0.687,coffee
faits,2959803,0.687,facts
haute,2956413,0.687,high
Afrique,2954551,0.687,Africa
parties,2953062,0.687,parts
pouvez,2945728,0.687,can
offre,2945120,0.687,offer
éducation,2942364,0.688,education
demandé,2939319,0.688,demand
merci,2931629,0.688,thank you
puissance,2931553,0.688,powerful
août,2926852,0.688,August
huit,2917141,0.688,eight
autorité,2915351,0.688,authority
évolution,2908803,0.688,evolution
date,2907141,0.688,date
combien,2907026,0.689,how many
avis,2905283,0.689,notice
regarde,2902739,0.689,looked
journal,2896595,0.689,log
allez,2894962,0.689,come on
second,2890354,0.689,second
mission,2886688,0.689,assignment
sauf,2881368,0.689,except
entrer,2869585,0.689,walk in
union,2863528,0.689,union
emploi,2860249,0.69,use
suivre,2859835,0.69,follow
jouer,2858058,0.69,to play
cent,2857804,0.69,hundred
humain,2857650,0.69,human
chance,2852850,0.69,chance
usage,2844613,0.69,use
contrat,2844338,0.69,contract
verre,2839924,0.69,glass
taille,2834586,0.69,cut
site,2833868,0.691,site
sept,2832972,0.691,seven
connu,2825769,0.691,known
voici,2825543,0.691,here is
allons,2822628,0.691,lets go
trouvait,2822438,0.691,found
commun,2821500,0.691,common
national,2819048,0.691,national
construction,2816893,0.691,construction
derniers,2815727,0.691,last
groupes,2812797,0.691,groups
application,2808285,0.692,application
communication,2806544,0.692,communication
humaine,2805211,0.692,human
cité,2803805,0.692,cited
personnel,2797320,0.692,personal
unis,2794086,0.692,United
finalement,2792412,0.692,ultimately
venu,2789206,0.692,came
marche,2788379,0.692,walking
pratiques,2785063,0.692,practice
regarder,2785036,0.693,to look at
physique,2783809,0.693,physical
protection,2779070,0.693,protection
partout,2777144,0.693,everywhere
douleur,2771922,0.693,pain
garçon,2763038,0.693,boy
avenir,2753684,0.693,coming
lire,2750453,0.693,read
novembre,2740162,0.693,November
effets,2735789,0.693,effects
pleine,2735100,0.694,full
communauté,2732139,0.694,community
colère,2731969,0.694,anger
maman,2730091,0.694,mom
économie,2730003,0.694,economy
voire,2727300,0.694,even
propose,2724655,0.694,offers
certes,2724613,0.694,certainly
vent,2723921,0.694,wind
épaules,2718035,0.694,shoulders
sort,2715694,0.694,spell
no,2711453,0.695,no
pauvre,2711259,0.695,poor
montrer,2710875,0.695,to show
exercice,2707933,0.695,exercise
résultats,2706901,0.695,results
proche,2688561,0.695,close
traitement,2687161,0.695,treatment
île,2678528,0.695,island
moitié,2678468,0.695,half
vide,2676298,0.695,empty
joie,2675806,0.696,joy
perdre,2666085,0.696,to lose
actions,2660727,0.696,actions
taux,2657275,0.696,rate
lien,2656147,0.696,link
eût,2656066,0.696,would have
premières,2654285,0.696,raw
université,2652989,0.696,university
téléphone,2651503,0.696,telephone
heureux,2643147,0.696,happy
crise,2640882,0.696,crisis
succès,2640016,0.697,hit
geste,2636974,0.697,gesture
valeurs,2634791,0.697,values
lendemain,2629166,0.697,the following day
critique,2628266,0.697,critical
environnement,2624379,0.697,environment
devoir,2620743,0.697,to have to
objets,2619264,0.697,objects
tomber,2616251,0.697,to fall
science,2612725,0.697,science
adresse,2611380,0.697,address
actes,2610217,0.698,acts
équipe,2608767,0.698,crew
paroles,2605900,0.698,lyrics
égard,2603555,0.698,regard
assurer,2601628,0.698,to assure
devenu,2601593,0.698,became
vol,2598159,0.698,flight
naissance,2590385,0.698,birth
commerce,2589608,0.698,trade
obtenir,2587570,0.698,obtain
lecture,2580309,0.698,reading
leva,2580125,0.699,raised
froid,2579521,0.699,cold
vision,2578138,0.699,vision
contexte,2577247,0.699,context
directement,2576542,0.699,directly
vieille,2575549,0.699,old
preuve,2571347,0.699,evidence
tient,2569185,0.699,is holding
durée,2569085,0.699,duration
changement,2569016,0.699,change
résultat,2563778,0.699,results
administration,2559251,0.7,administration
calme,2557576,0.7,calm
coups,2553427,0.7,strokes
commence,2548373,0.7,begin
raisons,2542399,0.7,reasons
front,2542293,0.7,forehead
arriver,2541515,0.7,to arrive
couleur,2541306,0.7,color
ressources,2540975,0.7,resources
seigneur,2540568,0.7,lord
sociales,2539469,0.7,social
joue,2533508,0.701,play
mur,2532462,0.701,wall
identité,2530684,0.701,identify
mauvais,2527160,0.701,wrong
condition,2525991,0.701,condition
capable,2525946,0.701,able
théorie,2523487,0.701,theory
porter,2518624,0.701,carry
permis,2517685,0.701,permit
frais,2514003,0.701,costs
sociétés,2510398,0.701,companies
jardin,2510217,0.701,garden
coin,2509711,0.702,corner
terrain,2509528,0.702,ground
différence,2508334,0.702,difference
souvenir,2508080,0.702,memory
manger,2505046,0.702,to eat
programme,2504977,0.702,program
compagnie,2501249,0.702,company
maladie,2497008,0.702,sickness
ouest,2495853,0.702,west
tenait,2491073,0.702,held
arrivé,2489829,0.702,come
liste,2486782,0.703,listing
larmes,2478261,0.703,tears
lois,2477274,0.703,laws
demain,2476046,0.703,tomorrow
objectif,2475869,0.703,objective
responsabilité,2468882,0.703,responsibility
rêve,2466968,0.703,dream
enseignement,2465443,0.703,education
fini,2464331,0.703,finished
contact,2464085,0.703,contact
constitue,2455630,0.703,constitutes
travailler,2451531,0.703,work
parfaitement,2448971,0.704,perfectly
facile,2448279,0.704,easy
